player_name,position,height_inches,weight_lbs,college,draft_year,years_in_college,games,minutes_per_game,points,rebounds,assists,steals,blocks,turnovers,fg_percent,3_fg_percent,free_throw_percent,effective_fg_percent,player_efficiency_rating,win_shares
Bob Zender,Forward,79.0,201.0,Kansas State,1972,3,78.0,,10.0,6.1,,,,,44.8,,72.7,,,
Martin Zeno,Guard,77.0,196.0,Texas Tech,2007,3,130.0,,14.7,4.8,3.1,1.3,0.4,2.8,47.2,30.1,76.0,48.3,,14.4
Michael Zeno,Guard,78.0,215.0,New Orleans,2017,3,89.0,15.5,4.8,3.1,0.6,0.6,0.5,1.5,42.0,12.5,54.5,42.2,10.1,1.1
Michael Zeno,Center,81.0,206.0,Long Beach State,1983,2,48.0,22.7,8.7,6.8,2.0,,,,42.1,,72.2,,,
Michael Zeno,Forward,81.0,206.0,Arizona,1980,2,44.0,0.0,3.0,2.3,0.3,0.3,0.0,0.5,47.7,,62.0,,,
Tony Zeno,Forward,80.0,210.0,Arizona State,1979,4,112.0,0.2,11.4,7.5,,0.6,0.2,2.3,46.6,,74.2,,,
Guy Zenou,Forward,79.0,201.0,Towson,1999,1,27.0,,5.2,2.4,0.8,0.7,0.1,,45.2,31.6,68.8,47.6,,0.5
Mike Zepeda,Center,82.0,208.0,UC-Riverside,2002,1,13.0,,2.0,1.4,0.2,0.2,0.2,,50.0,,66.7,50.0,,0.1
Keil Zepernick,Center,83.0,211.0,New Hampshire,1999,1,6.0,,2.7,2.7,0.3,0.0,0.2,,55.6,,100.0,55.6,,0.1
Timothy Zephyr,Forward,80.0,195.0,Norfolk State,2011,3,79.0,16.7,2.8,2.0,0.5,0.3,0.4,0.7,40.3,17.9,63.2,41.4,,0.7
Neven Zeravica,Forward,81.0,206.0,Citadel,2008,1,16.0,,1.4,0.9,0.1,0.0,0.2,0.3,83.3,,66.7,83.3,,0.3
Chris Zerbe,Forward,77.0,196.0,Kansas,2002,2,36.0,2.1,1.4,0.7,0.1,0.2,0.0,0.1,54.3,50.0,57.1,55.7,,0.4
Paul Zeringue,Guard,74.0,188.0,Southeastern Louisiana,1988,1,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Jeff Zern,Center,81.0,206.0,Dayton,1985,3,99.0,10.5,2.2,1.4,0.3,0.1,0.2,0.7,45.0,,63.6,,,
