player_name,position,height(inches),weight(lbs),high_school,college,draft_year,years_in_college,games,minutes_per_game,points,rebounds,assists,steals,blocks,turnovers,fg_percent,3_fg_percent,free_throw_percent,effective_fg_percent,player_efficiency_rating,win_shares
Andre Ingram,Forward,79.0,213,Minnesota Transitions,Minnesota,2013,2,63.0,9.6,1.8,1.7,0.1,0.4,0.4,0.5,48.4,,48.1,48.4,10.3,1.0
Anthony Ingram,Guard,72.0,183,,Arkansas-Little Rock,1984,1,29.0,18.7,4.3,1.7,2.4,0.7,0.0,2.7,31.9,,63.8,,,
Anthony Ingram,Guard,73.0,185,,Northern Arizona,1987,2,53.0,,3.8,1.3,1.2,0.6,0.1,,46.5,,64.4,,,
Bill Ingram,,,,,George Washington,1961,2,48.0,,7.9,7.3,,,,,41.6,,64.3,,,
Billy Ingram,Guard,78.0,185,Sumter Central,Alabama State,2015,2,31.0,8.4,2.7,1.1,0.3,0.2,0.1,0.6,38.8,28.3,56.3,46.9,8.2,0.3
Billy Ingram,Forward,76.0,193,,Oregon,1973,2,44.0,,8.0,5.3,,,,,41.5,,60.5,,,
Billy Bob Ingram,,,,,Auburn,1963,2,,,,,,,,,,,,,,
Bo Ingram,Forward,77.0,195,,Texas-Arlington,2012,2,62.0,26.0,12.1,4.6,0.7,0.7,0.1,2.0,42.6,35.3,76.0,52.3,15.7,5.7
Brandon Ingram,Guard,81.0,190,Kinston HS,Duke,2016,1,36.0,34.6,17.3,6.8,2.0,1.1,1.4,2.0,44.2,41.0,68.2,52.5,22.5,4.9
Chris Ingram,Center,81.0,206,,Middle Tennessee,1991,4,110.0,,6.6,4.1,0.3,0.2,0.7,,45.4,,70.7,45.4,,
Clarence Ingram,Forward,77.0,196,,American,1989,2,49.0,10.0,4.0,2.3,0.5,0.5,0.1,0.8,44.6,50.0,65.4,45.2,,
Cornelius Ingram,Guard,76.0,193,,Florida,2005,1,19.0,,1.4,0.5,0.5,0.2,0.0,,43.5,27.3,42.9,50.0,,0.2
Curtis Ingram,Guard,75.0,190,,Wofford,2005,2,28.0,,2.6,0.8,0.4,0.2,0.0,,41.3,43.9,36.4,55.6,,0.4
Damian Ingram,Guard,72.0,183,,Radford,1994,1,27.0,,7.7,2.3,3.7,1.6,0.1,,38.9,20.5,66.0,41.4,,
Darwyn Ingram,Center,73.0,208,,LIU-Brooklyn,1990,1,14.0,,0.9,1.1,,0.1,0.6,,27.3,,63.6,27.3,,
Darwyn Ingram,Center,,,,Cleveland State,1989,3,31.0,,,0.8,,0.2,0.3,,,,,,,
David Ingram,Guard,75.0,190,,Tennessee Tech,1993,1,11.0,,0.3,0.5,0.4,0.6,0.0,,11.1,33.3,,16.7,,
Dazon Ingram,Guard,77.0,205,Theodore HS,Alabama,2017,2,41.0,27.1,10.1,4.7,3.3,0.9,0.3,2.7,52.3,43.1,65.2,56.4,17.6,4.1
Denzel Ingram,Guard,72.0,171,Chapel Hill,Charlotte and North Carolina-Wilmington,2017,4,128.0,33.1,10.4,2.1,3.1,1.4,0.0,1.8,38.7,36.8,74.4,49.4,13.5,9.9
Donte Ingram,Guard,78.0,215,Simeon HS,Loyola (IL),2017,3,98.0,25.0,8.3,4.5,0.9,0.5,0.2,1.0,46.3,38.0,72.4,54.1,15.2,7.6
Elijah Ingram,Guard,72.0,183,,St. John's (NY) and New Mexico State,2007,4,114.0,,11.7,2.7,2.6,0.7,0.0,,37.7,38.3,78.3,49.0,,8.3
Frank Ingram,Forward,81.0,206,,South Carolina State,1988,3,78.0,,4.3,4.5,0.4,0.3,0.1,,45.5,,62.9,,,
Jack Ingram,Center,73.0,208,,Tulsa and Illinois,2005,4,143.0,,3.6,2.7,0.4,0.5,0.4,,44.5,31.8,76.9,46.8,,6.1
Jailyn Ingram,Forward,79.0,215,Morgan County High School,Florida Atlantic,2017,1,30.0,24.1,8.2,4.2,1.3,0.6,0.3,1.4,43.2,20.7,62.5,44.5,11.8,0.9
Jeremiah Ingram,Guard,79.0,215,Southfield Lathrup,North Carolina Central,2016,2,65.0,21.4,7.5,4.5,0.8,0.6,0.4,1.9,48.1,36.4,60.1,51.0,13.2,3.6
