player_name,position,height(inches),weight(lbs),high_school,college,draft_year,years_in_college,games,minutes_per_game,points,rebounds,assists,steals,blocks,turnovers,fg_percent,3_fg_percent,free_throw_percent,effective_fg_percent,player_efficiency_rating,win_shares
Chris O'Connor,Guard,75,190,,New Hampshire,1993,3,,,,,,0.6,0,,,,,,,
Dominique O'Connor,Guard,61,165,Westchester,San Francisco,2012,2,26,19.7,5.8,1.3,2,1.2,0,1.9,40.6,22.2,75.4,42.2,10.8,0.6
Ed O'Connor,,,,,Manhattan,1955,3,,,,,,,,,,,,,,
Greg O'Connor,Forward,77,196,,Western Carolina,1989,1,25,,1.7,1.4,0.2,0.2,0.1,,39.1,,50,39.1,,
Jeff O'Connor,Guard,,,,Niagara,1998,4,113,,7.8,2.1,1.7,0.8,0,,38.8,36.1,73.4,53.1,,
Jim O'Connor,,,,,Iowa,1992,1,4,,,0.2,,,,,,,,,,
Jim O'Connor,Guard,72,183,,Georgia Southern,1975,1,20,,4.5,0.8,,,,,37.8,,66.7,,,
Jim O'CONNOR,,,,,UConn,1958,3,74,,9.4,,,,,,,,,,,
Joey O'Connor,Guard,76,193,,Marist,1990,3,82,,8.1,2.1,4,1.7,0.1,,42.2,42.7,68.2,54.9,,
Joey O'Connor,Guard,75,190,,Nevada,1986,1,23,,2.3,1.1,2.5,1.6,0,,34,,55.6,,,
John O'Connor,Center,80,203,,Holy Cross,1979,4,97,,6.9,12.6,,,,,51.4,,55.8,,,
John O'Connor,,,,,Manhattan,1957,3,,,,,,,,,,,,,,
John O'Connor,,,,,Holy Cross,1956,1,4,,1,0.8,,,,,25,,100,,,
Lane O'Connor,Forward,79,201,,Hawaii,2001,2,41,,2.7,1.1,0.4,0.1,0.1,,42.4,30,67.9,48.9,,0.5
Martin O'Connor,Forward,,,,Notre Dame,1951,3,53,,3.4,,,,,,29.6,,72.2,,,
Marvin O'Connor,Guard,76,193,,Villanova and St. Joseph's,2002,4,110,,16.1,3.6,2.3,1,0,,43,33.1,69.2,51.5,,9.7
Matt O'Connor,Forward,80,203,,Wofford,2007,2,58,,5.1,3,0.7,0.5,0.3,,44.5,34.3,57.1,54.5,,2.1
