player_name,position,height(inches),weight(lbs),high_school,college,draft_year,years_in_college,games,points,rebounds,assists,fg_percent,3_fg_percent,free_throw_percent,effective_fg_percent,player_efficiency_rating,win_shares
_ Urzetta,,,,,St. Bonaventure,1948,1,,,,,,,,,,
Mike Usdanoff,Center,77.0,196,,Canisius,1967,1,8.0,1.0,1.1,,42.9,,50.0,,,
Jim Usevitch,Center,81.0,206,,BYU,1988,3,94.0,9.5,5.2,0.7,54.7,,71.0,,,
Jim Usevitch,Center,73.0,208,,BYU,1983,1,13.0,1.2,1.2,0.2,46.2,,42.9,,,
Davon Usher,Guard,78.0,200,Digital Harbor,Mississippi Valley State and Delaware,2014,2,63.0,19.1,6.1,1.6,43.6,37.6,76.0,52.1,23.1,9.0
Jeff Usher,Center,79.0,201,,St. Peter's,1987,4,72.0,2.5,2.7,0.3,50.7,,57.7,,,
Jim Usher,,,,,Texas-Arlington,1987,1,5.0,1.4,1.0,,28.6,,50.0,28.6,,
Jim Usher,Forward,78.0,198,,San Diego,1968,1,15.0,1.3,1.4,,24.3,,50.0,,,
Ted Usher,,,,,Mississippi State,1959,2,46.0,7.6,1.7,,43.0,,72.0,,,
Van Usher,Guard,72.0,183,,Tennessee Tech,1992,3,85.0,13.0,4.3,8.0,43.0,32.9,62.7,49.3,,
Samson Usilo,Guard,76.0,205,Nazareth HS,Manhattan,2017,1,30.0,3.2,3.2,0.3,35.4,12.5,47.1,35.9,7.2,-0.1
Dave Usilton,Guard,,,,Lehigh,1963,3,64.0,7.8,3.9,,36.1,,79.8,,,
Jeremiah Usiosefe,Guard,77.0,215,The HIll Academy,Western Illinois,2017,1,25.0,3.5,2.4,0.6,42.3,26.1,55.6,50.0,8.4,0.5
Larry Usiskin,,,,,George Washington,1961,2,30.0,3.1,2.0,,33.6,,64.3,,,
_ Usiskin,,,,,George Washington,1959,1,7.0,1.6,0.3,,62.5,,100.0,,,
Doug Usitalo,Guard,74.0,188,,Boise State,1988,2,60.0,6.0,1.7,4.6,49.6,34.2,67.6,52.2,,
Stephen Ussery,Forward,76.0,193,,LSU,1989,1,7.0,0.9,0.3,0.3,37.5,,,,,
Tony Ussery,Forward,75.0,190,,Nevada,1980,1,7.0,4.9,3.0,0.3,46.7,,80.0,,,
Chineme Usuwa,Forward,76.0,193,,St. Peter's,2008,1,4.0,1.0,0.8,0.0,20.0,,100.0,20.0,,0.0
John Utendahl,Forward,79.0,201,,LIU-Brooklyn,1980,2,27.0,8.8,5.1,,60.1,,,,,
John Utendahl,,,,,Kent State,1976,1,6.0,1.0,1.3,0.2,50.0,,33.3,,,
John Utendhal,,,,,Kent State,1977,1,11.0,0.4,1.1,0.1,25.0,,25.0,,,
Adrian Uter,Forward,79.0,201,,Hofstra,2006,2,59.0,7.7,6.5,0.5,59.2,,48.9,59.2,,7.4
